연번,구직등록일,연령,희망지역,희망직종,희망임금,장애유형,중증여부,기관분류
11790,2022-04-26,23,경북 구미시,교사 보조원,(시급)9160,지적장애,중증,공단
11791,2022-04-26,21,경기 용인시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,자폐성장애,중증,공단
11792,2022-04-26,52,인천 부평구,건물 보수원 및 영선원(아파트 기계·전기 시설관리 제외),(월급)2000000,지체장애,경증,공단
11793,2022-04-26,19,충북 청주시,세탁원(다림질원),(시급)9160,자폐성장애,중증,공단
11794,2022-04-26,20,충북 청주시,세탁원(다림질원),(시급)9160,지적장애,중증,공단
11795,2022-04-26,20,광주 광산구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
11796,2022-04-26,21,대전 동구,기타 식품가공 종사원,(시급)9160,지적장애,중증,공단
11797,2022-04-26,35,경북 포항시 남구,"기타 건물 관리원(공원, 종교시설 등)",(월급)1900000,지체장애,경증,공단
11798,2022-04-26,52,전북 남원시,건축설비 기술자,(월급)2000000,지체장애,경증,공단
11799,2022-04-26,57,충남 천안시 동남구,재가 요양보호사,(월급)1850000,청각장애,경증,공단
11800,2022-04-26,55,전라북도,건축안전·환경·품질·에너지관리 기술자,(연봉)55000000,지체장애,경증,공단
11801,2022-04-26,20,강원 홍천군,음료 조리사(바리스타 포함),(월급)2000000,지적장애,중증,공단
11802,2022-04-26,23,강원 춘천시,사무 보조원(공공기관),(월급)2000000,지적장애,중증,공단
11803,2022-04-26,68,경기 가평군,사무 보조원(공공기관),(시급)8720,지체장애,경증,공단
11804,2022-04-26,27,광주 광산구,사무 보조원(공공기관),(시급)9160,시각장애,경증,공단
11805,2022-04-26,61,충북 청주시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,시각장애,경증,공단
11806,2022-04-26,29,경기 성남시 분당구,사무 보조원(공공기관),(시급)10000,정신장애,중증,공단
11807,2022-04-26,19,전북 전주시,생산·품질 사무원 및 관리원(기계·자동차·금속),(시급)9160,지적장애,중증,공단
11808,2022-04-26,21,경기 성남시,편의점 판매원,(시급)9160,자폐성장애,중증,공단
11809,2022-04-26,31,인천 부평구,사무 보조원(일반사업체),(시급)9160,시각장애,경증,공단
11810,2022-04-26,69,부산 동구,재가 요양보호사,(시급)9160,뇌병변장애,경증,공단
11811,2022-04-26,61,경기 고양시 덕양구,재가 요양보호사,(시급)9160,지체장애,경증,공단
11812,2022-04-26,24,전북 익산시,식품 분야 단순 종사원,(시급)9160,지적장애,중증,공단
11813,2022-04-26,34,경기 성남시 중원구,전기·전자 장비 제도사(캐드원),(월급)1900000,지체장애,경증,공단
11814,2022-04-26,33,서울 송파구,공공행정 사무원,(시급)9160,뇌병변장애,중증,공단
11815,2022-04-26,39,경남 창원시 마산합포구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
11816,2022-04-26,35,서울 구로구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,정신장애,중증,공단
11817,2022-04-26,43,,,,정신장애,중증,공단
11818,2022-04-26,69,충남 천안시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지적장애,중증,공단
11819,2022-04-26,62,부산 부산진구,사무 보조원(일반사업체),(시급)9160,신장장애,중증,공단
11820,2022-04-26,56,울산 중구,재가 요양보호사,(시급)9160,지체장애,경증,공단
11821,2022-04-26,51,전북 익산시,영상·녹화 및 편집 기사,(시급)9160,뇌병변장애,경증,공단
11822,2022-04-26,22,경남 진주시,섬유·의복 분야 단순 종사원,(월급)1000000,지적장애,중증,공단
11823,2022-04-26,31,경북 구미시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지적장애,중증,공단
11824,2022-04-26,43,부산 금정구,한식 조리사(일반 음식점),(시급)9160,뇌병변장애,경증,공단
11825,2022-04-26,24,대전 동구,주입·포장·상표부착기 등 기타 기계 조작원,(시급)9160,지적장애,중증,공단
11826,2022-04-26,66,경기 부천시,환경 미화원,(시급)9160,지체장애,경증,공단
11827,2022-04-26,49,경기 남양주시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지체장애,경증,공단
11828,2022-04-26,64,경기 남양주시,사회복지사(공공행정),(월급)1000000,청각장애,경증,공단
11829,2022-04-26,66,대구 달서구,재가 요양보호사,(시급)9160,지체장애,경증,공단
11830,2022-04-26,62,서울 강동구,직업 운동선수,(월급)1700000,지체장애,중증,공단
11831,2022-04-26,55,제주 제주시,사무 보조원(공공기관),(시급)9160,지체장애,경증,공단
11832,2022-04-26,46,전북 전주시,주입·포장·상표부착기 등 기타 기계 조작원,(월급)1000000,지적장애,중증,공단
11833,2022-04-26,50,서울 노원구,환경 미화원,(시급)9160,뇌병변장애,중증,공단
11834,2022-04-26,50,충북 청주시,세탁원(다림질원),(시급)9160,청각장애,중증,공단
11835,2022-04-26,49,경북 김천시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,청각장애,중증,공단
11836,2022-04-26,61,서울특별시,콜센터 상담원(콜센터·고객센터·CS센터),(월급)1920000,지체장애,경증,공단
11837,2022-04-26,43,경기 양주시,제조 단순 종사원,(월급)2000000,청각장애,중증,공단
11838,2022-04-26,68,대전 대덕구,환경 미화원,(시급)9160,지체장애,경증,공단
11839,2022-04-26,53,대전 서구,전기안전 기술자,(시급)9160,지체장애,경증,공단
11840,2022-04-26,63,전남 화순군,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,청각장애,중증,공단
11841,2022-04-26,49,경기 남양주시,환경 미화원,(시급)9160,지적장애,중증,공단
11842,2022-04-27,45,경남 창원시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
11843,2022-04-27,55,경기 화성시,공작기계 조립·검사원,(시급)9160,지체장애,경증,공단
11844,2022-04-27,40,충북 청주시,재봉사(의류·직물) ,(시급)9160,청각장애,중증,공단
11845,2022-04-27,40,서울 강북구,기타 직물·신발 기계 조작원 및 조립원,(시급)9160,지적장애,중증,공단
11846,2022-04-27,40,충북 청주시,재봉사(의류·직물) ,(시급)9160,청각장애,중증,공단
11847,2022-04-27,40,경기 오산시,직업 운동선수,(월급)2000000,청각장애,중증,공단
11848,2022-04-27,48,울산 남구,주입·포장·상표부착기 등 기타 기계 조작원,(시급)9160,지적장애,중증,공단
11849,2022-04-27,73,부산 해운대구,LED 부품·제품 조립·검사원,(시급)9160,지체장애,경증,공단
11850,2022-04-27,49,부산 기장군,LED 부품·제품 조립·검사원,(시급)9160,지체장애,중증,공단
11851,2022-04-27,37,충북 청주시,세탁원(다림질원),(시급)9160,지적장애,중증,공단
11852,2022-04-27,45,대전 대덕구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
11853,2022-04-27,36,충남 서산시,자동차 부분품 조립·검사원,0,청각장애,경증,공단
11854,2022-04-27,42,광주 광산구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,뇌병변장애,중증,공단
11855,2022-04-27,44,대구 달서구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,시각장애,중증,공단
11856,2022-04-27,46,부산 금정구,음료 조리사(바리스타 포함),(시급)9160,정신장애,중증,공단
11857,2022-04-27,53,경남 창원시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(일급)9160,지체장애,경증,공단
11858,2022-04-27,53,경남 창원시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지체장애,경증,공단
11859,2022-04-27,34,충북 청주시,세탁원(다림질원),(시급)9160,뇌전증장애,경증,공단
11860,2022-04-27,70,울산 남구,주차 관리·안내원,(시급)9160,지체장애,경증,공단
11861,2022-04-27,41,광주 북구,주방 보조원(일반 음식점),(시급)9160,지적장애,중증,공단
11862,2022-04-27,40,충북 청주시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,중증,공단
11863,2022-04-27,31,울산 동구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
11864,2022-04-27,60,경남 창녕군,관광 및 통근·통학·학원 및 기타 버스 운전원,(월급)2000000,지체장애,경증,공단
11865,2022-04-27,62,경기 수원시,아파트·빌라 경비원,(시급)9160,지체장애,경증,공단
11866,2022-04-27,28,충북 청주시,사무 보조원(일반사업체),(시급)9160,청각장애,중증,공단
11867,2022-04-27,42,인천 중구,네일 아티스트(손톱 관리사),(시급)8720,신장장애,경증,공단
11868,2022-04-27,27,대전 동구,주입·포장·상표부착기 등 기타 기계 조작원,(시급)9160,지적장애,중증,공단
11869,2022-04-27,30,서울 관악구,안마사,(시급)9160,시각장애,중증,공단
11870,2022-04-27,28,충북 청주시,세탁원(다림질원),(시급)9160,지적장애,중증,공단
11871,2022-04-27,59,서울 강북구,안마사,(시급)9160,시각장애,중증,공단
11872,2022-04-27,25,강원 춘천시,주입·포장·상표부착기 등 기타 기계 조작원,(월급)1914440,지적장애,중증,공단
11873,2022-04-27,25,부산 북구,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
11874,2022-04-27,26,광주 광산구,전자 부품·제품 생산기계 조작원,(시급)9160,청각장애,중증,공단
11875,2022-04-27,25,제주 제주시,식품 분야 단순 종사원,(시급)9160,지적장애,중증,공단
11876,2022-04-27,32,인천 남동구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,정신장애,중증,공단
11877,2022-04-27,56,대전 유성구,전기·전자 분야 단순 종사원,(월급)1000000,뇌병변장애,경증,공단
11878,2022-04-27,24,강원 원주시,요리 강사,(시급)8720,지적장애,중증,공단
11879,2022-04-27,40,,,,지적장애,중증,공단
11880,2022-04-27,28,경기 안양시,IT 기술지원 전문가,(시급)9160,지체장애,경증,공단
11881,2022-04-27,23,부산 금정구,대형마트 판매원,(시급)9160,지적장애,중증,공단
11882,2022-04-27,23,전남 순천시,음료 조리사(바리스타 포함),(시급)9160,지적장애,중증,공단
11883,2022-04-27,25,대전 유성구,사무 보조원(공공기관),(월급)1000000,지적장애,중증,공단
11884,2022-04-27,25,경기 김포시,마케팅·광고·홍보·상품기획 사무원,(월급)2150000,청각장애,경증,공단
11885,2022-04-27,40,경북 구미시,사무 보조원(공공기관),(시급)9160,지체장애,경증,공단
11886,2022-04-27,65,대구 중구,환경·청소 관리자,(월급)1900000,지체장애,경증,공단
11887,2022-04-27,58,제주 제주시,"호텔·콘도·숙박시설 청소원(룸메이드,하우스키퍼)",(월급)1917440,시각장애,경증,공단
11888,2022-04-27,40,경기 오산시,사무 보조원(일반사업체),(시급)9160,뇌병변장애,중증,공단
11889,2022-04-27,52,서울 성동구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,청각장애,경증,공단
11890,2022-04-27,52,서울 성동구,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,청각장애,경증,공단
11891,2022-04-27,30,경남 밀양시,사무 보조원(일반사업체),(시급)9160,자폐성장애,중증,공단
11892,2022-04-27,48,강원 원주시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,뇌전증장애,경증,공단
11893,2022-04-27,20,부산 기장군,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
11894,2022-04-27,27,충북 청주시,재봉사(의류·직물) ,(시급)9160,청각장애,경증,공단
11895,2022-04-27,22,서울특별시,행정사·문서대행자,(월급)1750000,청각장애,중증,공단
11896,2022-04-27,62,경남 창원시,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(일급)9160,지체장애,경증,공단
11897,2022-04-27,22,부산 기장군,LED 부품·제품 조립·검사원,(시급)9160,지적장애,중증,공단
11898,2022-04-27,65,충남 천안시,"건물 청소원(공공건물,아파트,사무실,병원,상가,공장 등)",(시급)9160,지적장애,중증,공단
11899,2022-04-27,50,충북 청주시,세탁원(다림질원),(시급)9160,뇌병변장애,경증,공단
11900,2022-04-27,21,경기 성남시,매장 정리원(매장 보조원),(시급)9160,지적장애,중증,공단
11901,2022-04-27,23,부산 동래구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
11902,2022-04-27,31,전남 순천시,사무 보조원(공공기관),(시급)9160,시각장애,중증,공단
11903,2022-04-27,20,충북 청주시,환경 미화원,(시급)9160,자폐성장애,중증,공단
11904,2022-04-27,21,인천 남동구,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
11905,2022-04-27,27,경기 수원시,"기타 서비스 단순종사원(사우나,찜질방 정리원 등)",(시급)9160,지적장애,중증,공단
11906,2022-04-27,20,충북 청주시,세탁원(다림질원),(시급)9160,지적장애,중증,공단
11907,2022-04-27,49,부산 사상구,간호조무사(요양병원 제외),(시급)9160,뇌병변장애,경증,공단
11908,2022-04-27,20,충남 금산군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
11909,2022-04-27,20,충남 금산군,"인쇄, 목재, 가구 및 기타 제조 분야 단순 종사원",(시급)9160,지적장애,중증,공단
11910,2022-04-27,26,강원 원주시,단순 사상원(용접사상 제외-용접원구분),(시급)9160,지적장애,중증,공단
11911,2022-04-27,20,충북 제천시,환경 미화원,(시급)9160,지적장애,중증,공단
11912,2022-04-27,23,광주광역시,총무 및 일반 사무원,(시급)9160,지적장애,중증,공단
